ID,Fecha,Latitude,Longitude,Establecimiento,Tipo de asentamiento ,Colonia,Vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Capacidad de la unidad 
720,2022-Noviembre,25.630901540433936,-100.3072499766868,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10 Mil litros
721,2022-Noviembre,25.740548317396794,-100.33412347116482,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10 Mil litros
722,2022-Noviembre,25.69936066632531,-100.26565499569298,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10 Mil litros
723,2022-Noviembre,25.781496352201838,-100.39793815767038,Parque Chimalpopoca,Colonia,BARRIO DEL PARQUE,P. Chimalpopoca,135,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10 Mil litros
724,2023-Febrero,25.75382243877044,-100.36085244893297,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
725,2023-Febrero,25.766171535168326,-100.38001636316038,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
726,2023-Febrero,25.73511379351004,-100.33152897391555,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
727,2023-Febrero,25.72508132413851,-100.33581306023501,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
728,2023-Febrero,25.718641664223934,-100.34674910367468,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
729,2023-Febrero,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
730,2023-Febrero,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
731,2023-Febrero,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
732,2023-Febrero,25.691238211454028,-100.30858193445506,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
733,2023-Febrero,25.76083627467382,-100.36402129391912,Estancia Infantil Provileon,Colonia,San Bernabé,Calle Nezahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
734,2023-Febrero,25.760578941687836,-100.36460777421931,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
735,2023-Febrero,25.72955672842921,-100.37314220971966,Defensoria Municipal Zona Poniente,Colonia,Valle Verde,Calle Begonia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
736,2023-Febrero,25.713969026092354,-100.36887461780417,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
737,2023-Febrero,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
738,2023-Febrero,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
739,2023-Febrero,25.601991550905577,-100.25887182883632,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
740,2023-Febrero,25.62036510000415,-100.26669311745748,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
741,2023-Febrero,25.77673353829248,-100.40463685088923,Plaza Santa Rosario,Colonia,ALIANZA,MADEREROS,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
742,2023-Febrero,25.644999994357985,-100.31319976538731,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
743,2023-Marzo,25.76727645211472,-100.36727521852794,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
744,2023-Marzo,25.740069707359883,-100.34302032644828,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
745,2023-Marzo,25.718641664223934,-100.34674910367468,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
746,2023-Marzo,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
747,2023-Marzo,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
748,2023-Marzo,25.740521651325743,-100.36150504403567,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
749,2023-Marzo,25.760578941687836,-100.36460777421931,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
750,2023-Marzo,25.72955672842921,-100.37314220971966,Defensoria Municipal Zona Poniente,Colonia,Valle Verde,Calle Begonia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
751,2023-Marzo,25.617715,-100.270741,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
752,2023-Marzo,25.713969026092354,-100.36887461780417,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
753,2023-Marzo,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
754,2023-Marzo,25.629825440526343,-100.30634904476311,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
755,2023-Marzo,25.775104507900362,-100.41910222883519,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
756,2023-Marzo,25.69936452852685,-100.26565615765816,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
757,2023-Marzo,25.62036510000415,-100.26669311745748,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
758,2023-Marzo,25.781472199991924,-100.3979287699337,Parque Chimalpopoca,Colonia,BARRIO DEL PARQUE,P. Chimalpopoca,135,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
759,2023-Abril,25.639017498380895,-100.30948000096342,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
760,2023-Abril,25.76727645211472,-100.36727521852794,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
761,2023-Abril,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
762,2023-Abril,25.581518086746993,-100.23860501104444,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
763,2023-Abril,25.76083627467382,-100.36402129391912,Estancia Infantil Provileon,Colonia,San Bernabé,Calle Nezahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
764,2023-Abril,25.637383486923216,-100.30593354625319,Estancia Infantil Rosario Garza Sada de Zambrano,Colonia,Valle del Mirador,Calle Lamosa,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
765,2023-Abril,25.70494909056859,-100.3556544251508,Ciudad de la Inclusion,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
766,2023-Abril,25.580958915730708,-100.24539524232965,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
767,2023-Abril,25.570125634090367,-100.23184488267727,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
768,2023-Abril,25.65170769286256,-100.29507705767038,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
769,2023-Abril,25.629825440526343,-100.30634904476311,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
770,2023-Abril,25.78715803865558,-100.37659595550807,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
771,2023-Abril,25.750707704921904,-100.40140597116482,Terreno Calle Cedro y Alamo,Colonia,REAL DE CUMBRES,CEDRO,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
772,2023-Abril,25.69936452852685,-100.26565615765816,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
773,2023-Abril,25.62036510000415,-100.26669311745748,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
774,2023-Abril,25.781472199991924,-100.3979287699337,Parque Chimalpopoca,Colonia,BARRIO DEL PARQUE,P. Chimalpopoca,135,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
775,2023-Abril,25.644999994357985,-100.31319976538731,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
776,2023-Mayo,25.741158636659847,-100.3381042670378,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
777,2023-Mayo,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
778,2023-Mayo,25.691238211454028,-100.30858193445506,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
779,2023-Mayo,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
780,2023-Mayo,25.66545928190965,-100.33952533192732,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
781,2023-Mayo,25.580958915730708,-100.24539524232965,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
782,2023-Mayo,25.637420218543888,-100.27943815767038,Parque Estrellas,Colonia,Contry,Vía Láctea,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
783,2023-Mayo,25.570125634090367,-100.23184488267727,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
784,2023-Mayo,25.77673353829248,-100.40463685088923,Plaza Santa Rosario,Colonia,Alianza,Madereros,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
785,2023-Junio,25.639017498380895,-100.30948000096342,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
786,2023-Junio,25.72508132413851,-100.33581306023501,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
787,2023-Junio,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
788,2023-Junio,25.733042427622237,-100.3813565662574,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
789,2023-Junio,25.581518086746993,-100.23860501104444,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
790,2023-Junio,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
791,2023-Junio,25.740521651325743,-100.36150504403567,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
792,2023-Junio,25.691325,-100.308678,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
793,2023-Junio,25.617715,-100.270741,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
794,2023-Junio,25.766171535168326,-100.38001636316038,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,1000 litros
795,2023-Junio,25.617715,-100.270741,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
796,2023-Junio,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
797,2023-Junio,25.704949251959427,-100.35631547871262,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
798,2023-Junio,25.570125634090367,-100.23184488267727,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
799,2023-Junio,25.604134062360774,-100.26991669999998,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
800,2023-Junio,25.65170769286256,-100.29507705767038,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
801,2023-Junio,25.629825440526343,-100.30634904476311,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
802,2023-Junio,25.740480667891184,-100.33415565767038,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
803,2023-Junio,25.78715803865558,-100.37659595550807,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,10000 litros
804,2023-Julio,25.75382243877044,-100.36085244893297,Centro de Bienestar Familiar San Martin,Colonia,San Martín,B. Mitre,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
805,2023-Julio,25.73511379351004,-100.33152897391555,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Salinas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
806,2023-Julio,25.76727645211472,-100.36727521852794,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
807,2023-Julio,25.72508132413851,-100.33581306023501,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Carlos Campacos,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
808,2023-Julio,25.70494909056859,-100.3556544251508,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Veteranos de la Revolución,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
809,2023-Julio,25.581518086746993,-100.23860501104444,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Constitución 44,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
810,2023-Julio,25.691325,-100.308678,Defensoria Municipal Zona Centro,Colonia,Treviño,Progreso,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
811,2023-Julio,25.713969026092354,-100.36887461780417,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Jalostitlan,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
812,2023-Julio,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
813,2023-Julio,25.704949251959427,-100.35631547871262,Guarderia Especial,Colonia,Antonio I. Villarreal,1913,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
814,2023-Julio,25.602064116773533,-100.25887182883568,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
815,2023-Julio,25.57660626124753,-100.2637778,Plaza Rincón del Valle,Colonia,Sierra Alta,Av Sierra Alta,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
816,2023-Julio,25.65174637855849,-100.2950663288357,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
817,2023-Julio,25.629830277125567,-100.30636379689878,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
818,2023-Julio,25.775143153495456,-100.4190915,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
819,2023-Julio,25.73989797430721,-100.33184057853646,Fomerrey 167,Colonia,1o. De junio,Garza Ayala,1908,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
820,2023-Julio,25.740490332108614,-100.33415565767137,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
821,2023-Julio,25.78715220937218,-100.37653852883567,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
822,2023-Enero,25.76727645211472,-100.36727521852794,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
823,2023-Enero,25.740069707359883,-100.34302032644828,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
824,2023-Enero,25.73511379351004,-100.33152897391555,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
825,2023-Enero,25.718641664223934,-100.34674910367468,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
826,2023-Enero,25.732646349978957,-100.38125183185065,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
827,2023-Enero,25.76083627467382,-100.36402129391912,Estancia Infantil Provileon,Colonia,San Bernabé,Calle Nezahualpilli,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
828,2023-Enero,25.74040251877856,-100.36133756827368,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,1000 litros
829,2023-Enero,25.602064116773533,-100.25887182883568,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
830,2023-Enero,25.580958915730708,-100.24539524232965,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
831,2023-Enero,25.604134062360774,-100.26991669999998,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
832,2023-Enero,25.60346736233381,-100.2568503711648,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
833,2023-Enero,25.775104507900362,-100.41910222883519,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
834,2023-Enero,25.78715803865558,-100.37659595550807,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
835,2023-Enero,25.69936452852685,-100.26565615765816,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
836,2023-Enero,25.62036510000415,-100.26669311745748,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,10000 litros
837,2023-Agosto,25.76727645211472,-100.36727521852794,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,1000 litros
