Ejercicio,Mes,Nombre del punto de distribución,Tipo de asentamiento ,Denominación del asentamiento,Nombre de la vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Contacto,Capacidad de la unidad ,Geopoint,Nota
2023,Abril,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.78715803865558, -100.37659595550807",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Abril,Terreno Calle Cedro y Alamo,Colonia,REAL DE CUMBRES,CEDRO,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.750707704921904, -100.40140597116482",Instalación por parte de la Secretaría de Servicios Públicos
2023,Abril,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.69936452852685, -100.26565615765816",Instalación por parte de la Secretaría de Servicios Públicos
2023,Abril,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.62036510000415, -100.26669311745748",Instalación por parte de la Secretaría de Servicios Públicos
2023,Abril,Parque Chimalpopoca,Colonia,BARRIO DEL PARQUE,P. Chimalpopoca,135,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.781472199991924, -100.3979287699337",Instalación por parte de la Secretaría de Servicios Públicos
2023,Abril,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.644999994357985, -100.31319976538731",Instalación por parte de la Secretaría de Servicios Públicos
2023,Mayo,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2023,Mayo,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2023,Mayo,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2023,Mayo,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Mayo,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-86-00,1000 litros,"25.66545928190965, -100.33952533192732",1 Contenedor
2023,Mayo,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.580958915730708, -100.24539524232965",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Mayo,Parque Estrellas,Colonia,Contry,Vía Láctea,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.637420218543888, -100.27943815767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Mayo,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.570125634090367, -100.23184488267727",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Mayo,Plaza Santa Rosario,Colonia,Alianza,Madereros,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.77673353829248, -100.40463685088923",Instalación por parte de la Secretaría de Servicios Públicos
2023,Junio,Centro de Bienestar Familiar  Valle del Mirador,Colonia,Valle del Mirador,Calle Paseo Alicia,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-19,1000 litros,"25.639017498380895, -100.30948000096342",1 Contenedor
2023,Junio,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-34,1000 litros,"25.72508132413851, -100.33581306023501",1 Contenedor
2023,Junio,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Calle Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2023,Junio,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-17,1000 litros,"25.733042427622237, -100.3813565662574",2 Contenedores
2023,Junio,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Junio,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2023,Junio,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2023,Junio,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-72-82,1000 litros,"25.691325, -100.308678",1 Contenedor
2023,Junio,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-72-74,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Junio,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",7:00 a 18:00,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2023,Junio,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-72,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Junio,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Junio,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedores
2023,Junio,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.570125634090367, -100.23184488267727",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Junio,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.604134062360774, -100.26991669999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Junio,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.65170769286256, -100.29507705767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Junio,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.629825440526343, -100.30634904476311",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Junio,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.740480667891184, -100.33415565767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Junio,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,Pipa,Se realiza el llenado cuando se vacían,Se realiza el llenado cuando se vacían,Eduardo Ramos 8181111900,10000 litros,"25.78715803865558, -100.37659595550807",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Julio,Centro de Bienestar Familiar San Martin,Colonia,San Martín,B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2023,Julio,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2023,Julio,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-92,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Julio,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Carlos Campacos,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-34,1000 litros,"25.72508132413851, -100.33581306023501",1 Contenedor
2023,Julio,Centro de Bienestar Familiar Antonio I. Villarreal,Colonia,Antonio I. Villarreal,Veteranos de la Revolución,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-31,1000 litros,"25.70494909056859, -100.3556544251508",1 Contenedor
2023,Julio,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2023,Julio,Defensoria Municipal Zona Centro,Colonia,Treviño,Progreso,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-72-82,1000 litros,"25.691325, -100.308678",1 Contenedor
2023,Julio,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Jalostitlan,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-70-05,1000 litros,"25.713969026092354, -100.36887461780417",1 Contenedor
2023,Julio,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-72-56,1000 litros,"25.74040251877856, -100.36133756827368",1 Contenedor
2023,Julio,Guarderia Especial,Colonia,Antonio I. Villarreal,1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Julio,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.602064116773533, -100.25887182883568",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Plaza Rincón del Valle,Colonia,Sierra Alta,Av Sierra Alta,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.57660626124753, -100.2637778",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.65174637855849, -100.2950663288357",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.629830277125567, -100.30636379689878",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.775143153495456, -100.4190915",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Fomerrey 167,Colonia,1o. De junio,Garza Ayala,1908,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.73989797430721, -100.33184057853646",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.740490332108614, -100.33415565767137",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Julio,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,81-81-11-19-00,10000 litros,"25.78715220937218, -100.37653852883567",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Enero,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-91,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Enero,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2023,Enero,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2023,Enero,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
2023,Enero,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2023,Enero,Estancia Infantil Provileon,Colonia,San Bernabé,Calle Nezahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-74-78,1000 litros,"25.76083627467382, -100.36402129391912",1 Contenedor
2023,Enero,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves, Viernes",8:00 a 17:00,81-51-02-72-56,1000 litros,"25.74040251877856, -100.36133756827368",1 Contenedor
2023,Enero,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.602064116773533, -100.25887182883568",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.580958915730708, -100.24539524232965",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.604134062360774, -100.26991669999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60346736233381, -100.2568503711648",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775104507900362, -100.41910222883519",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Intersección Amarinta y Quelonia,Colonia,FOMERREY 24,AMARINTA,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.78715803865558, -100.37659595550807",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Enero,Plaza Don Gilberto Espinosa,Colonia,Santa Fe,Esquina Florencia y Palermo,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.69936452852685, -100.26565615765816",Instalación por parte de la Secretaría de Servicios Públicos
2023,Enero,Terreno entre valle hermoso y valle alto,Colonia,SAN ANGEL SUR,ADOLFO LOPEZ MATEOS,Sin número,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.62036510000415, -100.26669311745748",Instalación por parte de la Secretaría de Servicios Públicos
2023,Agosto,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-91,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2023,Agosto,Centro para el Desarrollo del Talento,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-92,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-34,1000 litros,"25.72508132413851, -100.33581306023501",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Fomerrey 45,Colonia,Fomerrey 45,Calle Paseo de la Cima,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-85,1000 litros,"25.591861, -100.245479",1 Contenedor
2023,Agosto,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2023,Agosto,Estancia Infantil Laura Barragan,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-73-51,1000 litros,"25.740521651325743, -100.36150504403567",1 Contenedor
2023,Agosto,Ciudad del Adulto Mayor,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-72,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Agosto,Asilo Hogar Nueva Esperanza,Colonia,Garza Nieto,Calle Prolongación,2900,Contenedor,"Lunes. Martes, Miércoles, Jueves, Viernes, Sábado y Domingo",8:00 a.m. a 7:59 a.m.,81-51-02-71-62,1000 litros,"25.703240368431477, -100.33103551401209",2 Contenedores
2023,Agosto,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-56,1000 litros,"25.74040251877856, -100.36133756827368",1 Contenedor
2023,Agosto,Oficinas Generales,Colonia,Loma Larga,Loma Redonda,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-86-00,1000 litros,"25.66545928190965, -100.33952533192732",5 Contenedor
2023,Agosto,LUDOTECA INFANTIL  BURÓCRATAS MUNICIPALES,Colonia,Burócratas Municipales.,Ave. Alfonso Reyes y 18 de Marzo,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,82-81-21-09-27,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedores
2023,Agosto,Lago Superior SN Plaza,Colonia,Lagos del Bosque,Lago Superior,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.601991550905577, -100.25887182883632",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.580958915730708, -100.24539524232965",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Las Caleras,Colonia,Catujanes,Las Caleras,91-170,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.570125634090367, -100.23184488267727",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Parque Río Roma,Colonia,Roma,Vesubio,167-S CASETA SPE,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.65170769286256, -100.29507705767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.740480667891184, -100.33415565767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Intersección Amarinta y Quelonia,Colonia,Fomerrey 24,Amarinta,1826,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.78715803865558, -100.37659595550807",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.77673353829248, -100.40463685088923",Instalación por parte de la Secretaría de Servicios Públicos
2023,Octubre,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2023,Octubre,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-91,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Octubre,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedores
